strategy_name,signal_name,eta,clip_scheme,clip_lower,cost_bps,annual_return,annual_volatility,sharpe,max_drawdown,calmar,monthly_win_rate,average_turnover,start_date,end_date,notes
ICIR + weekly 12w_mean eta=2.0 clip_0.5,12w_mean,2.0,clip_0.5,0.5,20,0.06136078201353201,0.1755248279433679,0.42438031958128736,-0.2969881141018741,0.20661022815372262,0.547945205479452,0.47500193483476516,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=2.0 clip_0.7,12w_mean,2.0,clip_0.7,0.7,20,0.055175444209279334,0.17240147708609846,0.39498122281346226,-0.30724909814272905,0.17957886465023312,0.5342465753424658,0.4676805200835848,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=2.0 clip_0.8,12w_mean,2.0,clip_0.8,0.8,20,0.05329499210723676,0.17344380651361432,0.3832184127428881,-0.3165270806932652,0.16837419405160783,0.5205479452054794,0.4681216624100301,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 12w_mean eta=2.0 no_clip,12w_mean,2.0,no_clip,0.0,20,0.07270453887247896,0.17806025995252717,0.48066024166748156,-0.2633186913176958,0.27610853794180695,0.547945205479452,0.4893777571395403,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=0.5 clip_0.5,4w_mean,0.5,clip_0.5,0.5,20,0.053085880282268016,0.17664468251489887,0.3783636819765619,-0.3307049447297614,0.16052339442837069,0.5342465753424658,0.4736282021515362,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=0.5 clip_0.7,4w_mean,0.5,clip_0.7,0.7,20,0.05493990592948084,0.17311452348085932,0.3927624784290774,-0.311620868432283,0.1763036801927776,0.5342465753424658,0.466062998219952,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=0.5 clip_0.8,4w_mean,0.5,clip_0.8,0.8,20,0.05114138894630815,0.173804403337618,0.37097209802414854,-0.3232339197381332,0.15821789058444166,0.5205479452054794,0.46514201687175905,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=0.5 no_clip,4w_mean,0.5,no_clip,0.0,20,0.052905183747012696,0.176820891873578,0.37717588774922856,-0.3310128151677194,0.15982820399326958,0.5342465753424658,0.4747426669762402,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.0 clip_0.5,4w_mean,1.0,clip_0.5,0.5,20,0.05740817330892689,0.17778618090049225,0.40011552656104493,-0.32638578602250534,0.17589054354520334,0.5342465753424658,0.4722428604597168,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.0 clip_0.7,4w_mean,1.0,clip_0.7,0.7,20,0.05482475748091753,0.17278455202022305,0.3925689643824104,-0.31296526545757875,0.1751784096575689,0.5342465753424658,0.4674406005727112,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.0 clip_0.8,4w_mean,1.0,clip_0.8,0.8,20,0.05205759496474083,0.17351646060978268,0.3763185235882329,-0.3216422329373506,0.16184937683503955,0.5205479452054794,0.4660552588808916,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.0 no_clip,4w_mean,1.0,no_clip,0.0,20,0.06172327349150408,0.1797590828843639,0.4201463329301126,-0.32083854186376604,0.19238110587634114,0.5342465753424658,0.48574800712019195,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.5 clip_0.5,4w_mean,1.5,clip_0.5,0.5,20,0.05595840231173921,0.1771561027436698,0.3931599305139085,-0.3233022309751361,0.17308387307739534,0.5342465753424658,0.469948146428295,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.5 clip_0.7,4w_mean,1.5,clip_0.7,0.7,20,0.054861696465273724,0.1728149561926708,0.39272048522504677,-0.31381092477953865,0.1748240489199529,0.5342465753424658,0.4669839795681449,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.5 clip_0.8,4w_mean,1.5,clip_0.8,0.8,20,0.05140602651154347,0.17362886458513918,0.37260146262911314,-0.3233080902633867,0.15900012421484705,0.5205479452054794,0.46582694837860855,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=1.5 no_clip,4w_mean,1.5,no_clip,0.0,20,0.05679007808035541,0.1810071567980614,0.39275683447354903,-0.3301866821999937,0.17199384815271782,0.5205479452054794,0.4852875164460954,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=2.0 clip_0.5,4w_mean,2.0,clip_0.5,0.5,20,0.05351519934614757,0.1778176151513476,0.379338956136041,-0.33044852347193787,0.1619471583164515,0.5342465753424658,0.4710819596006502,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=2.0 clip_0.7,4w_mean,2.0,clip_0.7,0.7,20,0.05402298202800515,0.17339520041140727,0.387407691850568,-0.31653920299605187,0.17066758719512845,0.5342465753424658,0.4681255320795604,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=2.0 clip_0.8,4w_mean,2.0,clip_0.8,0.8,20,0.05192626865606953,0.17366300484796918,0.3754225796049999,-0.323308090263387,0.16060924616444686,0.5205479452054794,0.46582694837860844,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 4w_mean eta=2.0 no_clip,4w_mean,2.0,no_clip,0.0,20,0.058748397429329025,0.18053095431902794,0.40372443036712485,-0.3141336497442436,0.18701720582038844,0.5205479452054794,0.48757449113845674,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=0.5 clip_0.5,8w_mean,0.5,clip_0.5,0.5,20,0.05039084986587716,0.1775625725575006,0.3627620362014013,-0.3393343803823501,0.14849909935179134,0.5342465753424658,0.47566364832443303,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=0.5 clip_0.7,8w_mean,0.5,clip_0.7,0.7,20,0.05442949592878521,0.17393538274428277,0.3888762813599965,-0.3156507735665821,0.1724358071858299,0.5342465753424658,0.47041637644145184,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=0.5 clip_0.8,8w_mean,0.5,clip_0.8,0.8,20,0.0499118067577613,0.1740753606741456,0.3639563420583166,-0.3259682562084,0.15311861142040586,0.5205479452054794,0.4658308180481387,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=0.5 no_clip,8w_mean,0.5,no_clip,0.0,20,0.05021861357404833,0.1780179523517055,0.36137133110928144,-0.33922590035710076,0.1480388541122112,0.5342465753424658,0.47771070350592054,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.0 clip_0.5,8w_mean,1.0,clip_0.5,0.5,20,0.05404481274822581,0.17626294326884537,0.38391737164738093,-0.3257420185083967,0.16591293010248445,0.5342465753424658,0.4768245491834997,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.0 clip_0.7,8w_mean,1.0,clip_0.7,0.7,20,0.053999861304629304,0.17275927181831302,0.38806766253170066,-0.3157773476083,0.17100612730338213,0.5342465753424658,0.4665350979026391,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.0 clip_0.8,8w_mean,1.0,clip_0.8,0.8,20,0.05235130501222707,0.17349192481376252,0.3779923372690601,-0.3222200302876328,0.16247067249511202,0.5205479452054794,0.46674406005727104,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.0 no_clip,8w_mean,1.0,no_clip,0.0,20,0.054401462417204005,0.1787178644811213,0.38283774399330295,-0.33366197658266317,0.16304363767900387,0.5342465753424658,0.4861891494466371,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.5 clip_0.5,8w_mean,1.5,clip_0.5,0.5,20,0.05652126447841299,0.17646659057051486,0.3970368567508407,-0.3165838383539875,0.17853490175709433,0.5342465753424658,0.4745375744911385,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.5 clip_0.7,8w_mean,1.5,clip_0.7,0.7,20,0.05255593119750768,0.17299874942019056,0.37980541753644864,-0.31793144031741405,0.16530586325478624,0.5342465753424658,0.46721229007042797,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.5 clip_0.8,8w_mean,1.5,clip_0.8,0.8,20,0.05315817187211613,0.17302321442871305,0.3829963905465727,-0.3176660018657188,0.16733982094371788,0.5205479452054794,0.46651187988545784,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=1.5 no_clip,8w_mean,1.5,no_clip,0.0,20,0.0597064297592369,0.17900366679109156,0.410546823132067,-0.31130617529100924,0.19179327137800362,0.5342465753424658,0.48894822382168557,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=2.0 clip_0.5,8w_mean,2.0,clip_0.5,0.5,20,0.056854637136243946,0.17645330894513822,0.3988754830887486,-0.31606550358684926,0.17988244997012554,0.5342465753424658,0.47247504063153006,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=2.0 clip_0.7,8w_mean,2.0,clip_0.7,0.7,20,0.05154381969067745,0.1729380364212218,0.3742808783170421,-0.3195150960658246,0.1613188870426914,0.5342465753424658,0.4674406005727112,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=2.0 clip_0.8,8w_mean,2.0,clip_0.8,0.8,20,0.05319741324777816,0.17292934296017534,0.3833139886374855,-0.31683877496022783,0.16790057736606237,0.5205479452054794,0.466968500890024,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly 8w_mean eta=2.0 no_clip,8w_mean,2.0,no_clip,0.0,20,0.06443658595955482,0.1788535296628119,0.43586926815705884,-0.2971426247702157,0.21685406464112805,0.5342465753424658,0.4857286587725408,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
"ICIR + weekly EOT drift, previous",previous_weekly_4w,1.0,no_clip,0.0,20,0.06172327349150408,0.1797590828843639,0.4201463329301126,-0.32083854186376604,0.19238110587634114,0.5342465753424658,0.48574800712019195,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=0.5 clip_0.5,ewma_hl12,0.5,clip_0.5,0.5,20,0.055098296348134346,0.17332618856417153,0.39322374854042985,-0.2993019064578917,0.18408935980461602,0.5342465753424658,0.47406160513892115,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=0.5 clip_0.7,ewma_hl12,0.5,clip_0.7,0.7,20,0.056931021347214505,0.1729490729944424,0.4037625844909263,-0.29959003925656336,0.19002975362094676,0.5342465753424658,0.4722428604597167,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=0.5 clip_0.8,ewma_hl12,0.5,clip_0.8,0.8,20,0.05123596687425369,0.17359484995867022,0.3717061627398802,-0.31673042871901147,0.161765218079845,0.5205479452054794,0.4699520160978253,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=0.5 no_clip,ewma_hl12,0.5,no_clip,0.0,20,0.055033207500753356,0.17333713043426788,0.39285207302403435,-0.2993019064578917,0.18387189093463358,0.5342465753424658,0.47406160513892115,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.0 clip_0.5,ewma_hl12,1.0,clip_0.5,0.5,20,0.054601498462606646,0.17521369408098364,0.38817515169101097,-0.30770357901136935,0.17744836975259612,0.5342465753424658,0.4783840260041792,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.0 clip_0.7,ewma_hl12,1.0,clip_0.7,0.7,20,0.05707128804841499,0.1733449928731839,0.40403341550034216,-0.3031897937813257,0.18823617819265184,0.5342465753424658,0.4731444934602585,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.0 clip_0.8,ewma_hl12,1.0,clip_0.8,0.8,20,0.051757217571373415,0.17381565763240084,0.37430715174690893,-0.3218089665262077,0.16083211766928307,0.5205479452054794,0.4683422335732528,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.0 no_clip,ewma_hl12,1.0,no_clip,0.0,20,0.052656190552116566,0.17638955397941744,0.3763051993415085,-0.31227433336781374,0.16862157700964567,0.5342465753424658,0.481812553207956,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.5 clip_0.5,ewma_hl12,1.5,clip_0.5,0.5,20,0.053673004207124064,0.1756257936073802,0.3826121695912603,-0.31207550247005666,0.17198723956961004,0.5342465753424658,0.4804465598637876,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.5 clip_0.7,ewma_hl12,1.5,clip_0.7,0.7,20,0.05786199152155658,0.1736012893216407,0.4080047891825859,-0.30163936825330306,0.19182506533088448,0.5342465753424658,0.471550189613807,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.5 clip_0.8,ewma_hl12,1.5,clip_0.8,0.8,20,0.052632457076391415,0.17402529937692054,0.37885388036475415,-0.31942299187619017,0.16477353983582999,0.5205479452054794,0.4685705440755359,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=1.5 no_clip,ewma_hl12,1.5,no_clip,0.0,20,0.055324470992499375,0.17593520867912824,0.39117766115987124,-0.30411867115888325,0.181917377126759,0.5342465753424658,0.48271418620849776,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=2.0 clip_0.5,ewma_hl12,2.0,clip_0.5,0.5,20,0.05404624198710062,0.17613022897859035,0.3840134919429292,-0.31700692474640024,0.17048915265916234,0.5205479452054794,0.48365451590434183,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=2.0 clip_0.7,ewma_hl12,2.0,clip_0.7,0.7,20,0.057536846348474446,0.17379167576437304,0.4059667199277158,-0.301900327702463,0.1905822586757167,0.5342465753424658,0.47155405928333716,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=2.0 clip_0.8,ewma_hl12,2.0,clip_0.8,0.8,20,0.053240592043949375,0.17400860781137859,0.38220986663996137,-0.31862586530654813,0.16709438197280974,0.5205479452054794,0.4681139230709697,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl12 eta=2.0 no_clip,ewma_hl12,2.0,no_clip,0.0,20,0.05918100815655736,0.17854912450511992,0.40846978232004294,-0.3078481950443881,0.19224088076275436,0.5342465753424658,0.49093723396021977,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=0.5 clip_0.5,ewma_hl4,0.5,clip_0.5,0.5,20,0.05083359463033976,0.1755290405877918,0.36735115328086254,-0.3300628499234384,0.1540118636257645,0.5342465753424658,0.4747349276371798,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=0.5 clip_0.7,ewma_hl4,0.5,clip_0.7,0.7,20,0.05505952353362775,0.17354182276817232,0.39279022474870934,-0.3118107554384396,0.17657993694350957,0.5342465753424658,0.4713257487810541,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=0.5 clip_0.8,ewma_hl4,0.5,clip_0.8,0.8,20,0.051907741721080924,0.17327978858560977,0.37580692562517715,-0.31737820956777263,0.16355168740718665,0.5205479452054794,0.4669762402290844,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=0.5 no_clip,ewma_hl4,0.5,no_clip,0.0,20,0.05053819654287217,0.1758194273275173,0.36543187563788315,-0.3301817680976318,0.1530617418219424,0.5342465753424658,0.47679359182725795,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.0 clip_0.5,ewma_hl4,1.0,clip_0.5,0.5,20,0.05604700239305904,0.1753790019967993,0.3958232361686756,-0.3123571953299715,0.17943240377047007,0.5342465753424658,0.47728117018806593,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.0 clip_0.7,ewma_hl4,1.0,clip_0.7,0.7,20,0.055768697164470415,0.1724322521066537,0.39815787874285713,-0.3083085123131307,0.18088601169671711,0.5342465753424658,0.46791270025539816,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.0 clip_0.8,ewma_hl4,1.0,clip_0.8,0.8,20,0.052870892050933094,0.17296445360015472,0.38147068025011416,-0.31742841961946744,0.16656004561379417,0.5205479452054794,0.4667479297268013,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.0 no_clip,ewma_hl4,1.0,no_clip,0.0,20,0.05914763055228911,0.1772733811624954,0.4098850177482414,-0.31506861620324034,0.18772936278151847,0.5205479452054794,0.48366612491293237,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.5 clip_0.5,ewma_hl4,1.5,clip_0.5,0.5,20,0.05976862870546218,0.1756100510829061,0.4156513607164901,-0.3044217195232959,0.1963349684741807,0.547945205479452,0.4756868663416145,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.5 clip_0.7,ewma_hl4,1.5,clip_0.7,0.7,20,0.055185509911981345,0.17169755397353526,0.39594200812945485,-0.3071613228637907,0.17966295169412688,0.5342465753424658,0.4667711477439827,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.5 clip_0.8,ewma_hl4,1.5,clip_0.8,0.8,20,0.05350973242225643,0.17290787403238156,0.38505080826301685,-0.3162964085534846,0.16917590897402845,0.5205479452054794,0.4669762402290845,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=1.5 no_clip,ewma_hl4,1.5,no_clip,0.0,20,0.06460987781534788,0.17765945197988087,0.43842880877754364,-0.2988253649047352,0.21621282997828967,0.5342465753424658,0.4880272424734927,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=2.0 clip_0.5,ewma_hl4,2.0,clip_0.5,0.5,20,0.05914146708474677,0.1755244431320968,0.41237019384628615,-0.30296374574540685,0.1952097170545476,0.547945205479452,0.47293553130562654,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=2.0 clip_0.7,ewma_hl4,2.0,clip_0.7,0.7,20,0.055729285639825044,0.17157025545849292,0.39911232846935113,-0.30498645133034985,0.18272708638935956,0.5342465753424658,0.4669955885767356,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=2.0 clip_0.8,ewma_hl4,2.0,clip_0.8,0.8,20,0.05328007863469009,0.17301877378096603,0.3836451016310318,-0.31689374391633773,0.1681323145614273,0.5205479452054794,0.46651187988545784,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl4 eta=2.0 no_clip,ewma_hl4,2.0,no_clip,0.0,20,0.0671653233869034,0.17799017133823733,0.4514710515263789,-0.28741360112271686,0.23368874376347223,0.547945205479452,0.4857286587725408,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=0.5 clip_0.5,ewma_hl8,0.5,clip_0.5,0.5,20,0.05261017722296524,0.17492573856052396,0.3777728259435111,-0.3132483682019035,0.16795036323718524,0.5342465753424658,0.4742783066326135,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=0.5 clip_0.7,ewma_hl8,0.5,clip_0.7,0.7,20,0.05730881850709646,0.17411094426009327,0.4042973462832554,-0.3034328192807124,0.18886822672295972,0.5342465753424658,0.47245956195340916,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=0.5 clip_0.8,ewma_hl8,0.5,clip_0.8,0.8,20,0.05194775310247213,0.17430097039541856,0.3748005289977594,-0.31896671693710876,0.16286261338268332,0.5205479452054794,0.46902716508010217,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=0.5 no_clip,ewma_hl8,0.5,no_clip,0.0,20,0.053343036845218794,0.17500508913364415,0.38168512759818685,-0.3119022643392204,0.17102484638330062,0.5342465753424658,0.4756520393158424,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.0 clip_0.5,ewma_hl8,1.0,clip_0.5,0.5,20,0.059723358624306444,0.17550842593126786,0.4154137644299667,-0.2965164540681686,0.20141667622457182,0.5342465753424658,0.47953331785465525,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.0 clip_0.7,ewma_hl8,1.0,clip_0.7,0.7,20,0.05713970250392286,0.1736097652347659,0.4040103316516217,-0.29761488562943106,0.19199208528524062,0.5342465753424658,0.472699481464283,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.0 clip_0.8,ewma_hl8,1.0,clip_0.8,0.8,20,0.05136560095416742,0.17402627547120414,0.3719058929400243,-0.3186636545471594,0.1611906479487317,0.5205479452054794,0.46834610324278303,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.0 no_clip,ewma_hl8,1.0,no_clip,0.0,20,0.056730298560424997,0.17634653072888407,0.3981515830355298,-0.3024006203859235,0.1875998087835462,0.5342465753424658,0.4827219255475582,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
ICIR + weekly ewma_hl8 eta=1.5 clip_0.5,ewma_hl8,1.5,clip_0.5,0.5,20,0.05588373855962425,0.17600776611033614,0.3940552276001339,-0.3090112655286624,0.1808469295254245,0.5342465753424658,0.480469777880969,2019-11-29,2025-11-28,Monthly top-20% long-only; cost = simple holdings-change turnover x one-way cost; no return-drift adjustment or market impact.
